assignmentId: 2PC0COK2JE1ML9V7CAIWCOZBL0JMTI
task-46-character-0-character-number: 01
task-46-character-0-id: a1qku9mccvl35
task-46-character-1-alphabet: inuktitut
task-46-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3inono9uk3k01cy1yu5.png
task-46-character-1-character-number: 01
task-46-character-1-id: a3noo9k3y1yu5
task-46-is-correct-answer: true
task-46-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-46-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-46-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-46-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-46-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-46-reaction-time: -1
task-46-time-of-doTask: 1298898516894
task-46-time-of-showCharacters: 1298898518249
task-47-are-same: true
task-47-character-0-alphabet: atemayar
task-47-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3a1et6jechm238ki335.png
task-47-character-0-character-number: 23
task-47-character-0-id: a31e6jchki335
task-47-character-1-alphabet: atemayar
task-47-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3a1xtqfetzm23icsia2.png
task-47-character-1-character-number: 23
task-47-character-1-id: a31xqftzcsia2
task-47-is-correct-answer: true
task-47-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-47-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-47-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-47-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-47-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-47-reaction-time: -1
task-47-time-of-doTask: 1298898523258
task-47-time-of-showCharacters: 1298898524236
task-48-are-same: false
task-48-character-0-alphabet: myanmar
task-48-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/almjsyxta6vn25r0a30.png
task-48-character-0-character-number: 25
task-48-character-0-id: aljsxt6v0a30
task-48-character-1-alphabet: tagalog
task-48-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tl2afzgyna02s31zvf.png
task-48-character-1-character-number: 02
task-48-character-1-id: a1l2fzyn31zvf
task-48-is-correct-answer: true
task-48-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231331437,"which":13}
task-48-keypress_before_show_prompt_count: 0
task-48-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-48-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-48-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-48-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-48-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-48-reaction-time: 1279
task-48-time-of-doTask: 1298898529245
task-48-time-of-keypress: 1298898531438
task-48-time-of-showCharacters: 1298898530159
task-49-are-same: true
task-49-character-0-alphabet: korean
task-49-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kdfoh6rdpe39di11ip.png
task-49-character-0-character-number: 39
task-49-character-0-id: a3dfh6dpi11ip
task-49-character-1-alphabet: korean
task-49-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajk6uoper9me397larg.png
task-49-character-1-character-number: 39
task-49-character-1-id: aj6upe9mlarg
task-49-is-correct-answer: true
task-49-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-49-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-49-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-49-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-49-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-49-reaction-time: -1
task-49-time-of-doTask: 1298898532448
task-49-time-of-showCharacters: 1298898533818
task-5-are-same: false
task-5-character-0-alphabet: tagalog
task-5-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/astu8a13gkba05l7bv1.png
task-5-character-0-character-number: 05
task-5-character-0-id: asu813kb7bv1
task-5-character-1-alphabet: korean
task-5-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aakv4opzrxde047oebd.png
task-5-character-1-character-number: 04
task-5-character-1-id: aav4pzxdoebd
task-5-is-correct-answer: true
task-5-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231098213,"which":13}
task-5-keypress_before_show_prompt_count: 0
task-5-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-5-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-5-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-5-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-5-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-5-reaction-time: 1391
task-5-time-of-doTask: 1298898296137
task-5-time-of-keypress: 1298898298213
task-5-time-of-showCharacters: 1298898296822
task-50-are-same: false
task-50-character-0-alphabet: korean
task-50-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kdfoh6rdpe04di11ip.png
task-50-character-0-character-number: 04
task-50-character-0-id: a3dfh6dpi11ip
task-50-character-1-alphabet: inuktitut
task-50-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3inono9uk3k11cy1yu5.png
task-50-character-1-character-number: 11
task-50-character-1-id: a3noo9k3y1yu5
task-50-is-correct-answer: true
task-50-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231348779,"which":13}
task-50-keypress_before_show_prompt_count: 0
task-50-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-50-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-50-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-50-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-50-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-50-reaction-time: 763
task-50-time-of-doTask: 1298898546616
task-50-time-of-keypress: 1298898548779
task-50-time-of-showCharacters: 1298898548016
task-51-are-same: false
task-51-character-0-alphabet: tagalog
task-51-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ta2a5pgyfa10ooa9ge.png
task-51-character-0-character-number: 10
task-51-character-0-id: a1a25pyfoa9ge
task-51-character-1-alphabet: korean
task-51-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aek0iobwrt7e29easth.png
task-51-character-1-character-number: 29
task-51-character-1-id: ae0ibwt7asth
task-51-is-correct-answer: true
task-51-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231351736,"which":13}
task-51-keypress_before_show_prompt_count: 0
task-51-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-51-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-51-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-51-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-51-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-51-reaction-time: 601
task-51-time-of-doTask: 1298898549788
task-51-time-of-keypress: 1298898551736
task-51-time-of-showCharacters: 1298898551135
task-52-are-same: false
task-52-character-0-alphabet: tagalog
task-52-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ayt0bajcggya052dhix.png
task-52-character-0-character-number: 05
task-52-character-0-id: ay0bjcgydhix
task-52-character-1-alphabet: myanmar
task-52-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mj1yppa96n31qx14u0.png
task-52-character-1-character-number: 31
task-52-character-1-id: a3j1pp96x14u0
task-52-is-correct-answer: true
task-52-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231354688,"which":13}
task-52-keypress_before_show_prompt_count: 0
task-52-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-52-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-52-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-52-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-52-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-52-reaction-time: 682
task-52-time-of-doTask: 1298898552743
task-52-time-of-keypress: 1298898554688
task-52-time-of-showCharacters: 1298898554006
task-53-are-same: false
task-53-character-0-alphabet: sylheti
task-53-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3sr9yq9lwqh201m1nyz.png
task-53-character-0-character-number: 20
task-53-character-0-id: a3r9q9wqm1nyz
task-53-character-1-alphabet: atemayar
task-53-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aea0itbwet7m10easth.png
task-53-character-1-character-number: 10
task-53-character-1-id: ae0ibwt7asth
task-53-is-correct-answer: true
task-53-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231357082,"which":13}
task-53-keypress_before_show_prompt_count: 0
task-53-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-53-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-53-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-53-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-53-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-53-reaction-time: 741
task-53-time-of-doTask: 1298898555695
task-53-time-of-keypress: 1298898557082
task-53-time-of-showCharacters: 1298898556341
task-54-are-same: true
task-54-character-0-alphabet: sylheti
task-54-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/amsynypll5xh28zzw6q.png
task-54-character-0-character-number: 28
task-54-character-0-id: amynpl5xzw6q
task-54-character-1-alphabet: sylheti
task-54-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sj8ys7lgih28uyto4a.png
task-54-character-1-character-number: 28
task-54-character-1-id: a1j8s7giyto4a
task-54-is-correct-answer: true
task-54-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-54-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-54-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-54-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-54-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-54-reaction-time: -1
task-54-time-of-doTask: 1298898558092
task-54-time-of-showCharacters: 1298898559630
task-55-are-same: true
task-55-character-0-alphabet: korean
task-55-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajk6uoper9me047larg.png
task-55-character-0-character-number: 04
task-55-character-0-id: aj6upe9mlarg
task-55-character-1-alphabet: korean
task-55-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kd7oxwrp0e04ygand5.png
task-55-character-1-character-number: 04
task-55-character-1-id: a3d7xwp0gand5
task-55-is-correct-answer: true
task-55-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-55-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-55-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-55-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-55-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-55-reaction-time: -1
task-55-time-of-doTask: 1298898564640
task-55-time-of-showCharacters: 1298898565268
task-56-are-same: false
task-56-character-0-alphabet: inuktitut
task-56-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1i2rnfyur8k11edbn79.png
task-56-character-0-character-number: 11
task-56-character-0-id: a12rfyr8dbn79
task-56-character-1-alphabet: sylheti
task-56-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3s20y9glnoh1719duil.png
task-56-character-1-character-number: 17
task-56-character-1-id: a3209gno9duil
task-56-is-correct-answer: true
task-56-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231371889,"which":13}
task-56-keypress_before_show_prompt_count: 0
task-56-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-56-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-56-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-56-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-56-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-56-reaction-time: 945
task-56-time-of-doTask: 1298898570278
task-56-time-of-keypress: 1298898571889
task-56-time-of-showCharacters: 1298898570944
task-57-are-same: true
task-57-character-0-alphabet: myanmar
task-57-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mumyhcarjn01j9zfdp.png
task-57-character-0-character-number: 01
task-57-character-0-id: a1umhcrj9zfdp
task-57-character-1-alphabet: myanmar
task-57-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ms3ynjaxhn01cehcip.png
task-57-character-1-character-number: 01
task-57-character-1-id: a1s3njxhehcip
task-57-is-correct-answer: true
task-57-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-57-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-57-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-57-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-57-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-57-reaction-time: -1
task-57-time-of-doTask: 1298898572898
task-57-time-of-showCharacters: 1298898573563
task-58-are-same: true
task-58-character-0-alphabet: inuktitut
task-58-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3inono9uk3k02cy1yu5.png
task-58-character-0-character-number: 02
task-58-character-0-id: a3noo9k3y1yu5
task-58-character-1-alphabet: inuktitut
task-58-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iz5n9eub5k028sfxpy.png
task-58-character-1-character-number: 02
task-58-character-1-id: a1z59eb5sfxpy
task-58-is-correct-answer: true
task-58-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-58-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-58-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-58-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-58-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-58-reaction-time: -1
task-58-time-of-doTask: 1298898578571
task-58-time-of-showCharacters: 1298898579899
task-59-are-same: false
task-59-character-0-alphabet: myanmar
task-59-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6mfjybvauzn01yrhm6.png
task-59-character-0-character-number: 01
task-59-character-0-id: a6fjbvuzrhm6
task-59-character-1-alphabet: sylheti
task-59-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ays0byjclgyh202dhix.png
task-59-character-1-character-number: 20
task-59-character-1-id: ay0bjcgydhix
task-59-is-correct-answer: true
task-59-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231387107,"which":13}
task-59-keypress_before_show_prompt_count: 0
task-59-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-59-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-59-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-59-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-59-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-59-reaction-time: 886
task-59-time-of-doTask: 1298898584910
task-59-time-of-keypress: 1298898587107
task-59-time-of-showCharacters: 1298898586221
task-6-are-same: false
task-6-character-0-alphabet: atemayar
task-6-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3am0tkte6km06ujezd1.png
task-6-character-0-character-number: 06
task-6-character-0-id: a3m0kt6kjezd1
task-6-character-1-alphabet: atemayar
task-6-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6afjtbveuzm23yrhm6.png
task-6-character-1-character-number: 23
task-6-character-1-id: a6fjbvuzrhm6
task-6-is-correct-answer: true
task-6-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231101963,"which":13}
task-6-keypress_before_show_prompt_count: 0
task-6-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-6-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-6-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-6-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-6-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-6-reaction-time: 1868
task-6-time-of-doTask: 1298898299222
task-6-time-of-keypress: 1298898301963
task-6-time-of-showCharacters: 1298898300095
task-60-are-same: false
task-60-character-0-alphabet: korean
task-60-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue29fh14ls.png
task-60-character-0-character-number: 29
task-60-character-0-id: a2nm1qzuh14ls
task-60-character-1-alphabet: tagalog
task-60-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ti9a2agaca05zrkacw.png
task-60-character-1-character-number: 05
task-60-character-1-id: a1i92aacrkacw
task-60-is-correct-answer: true
task-60-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231439148,"which":13}
task-60-keypress_before_show_prompt_count: 0
task-60-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-60-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-60-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-60-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-60-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-60-reaction-time: 937
task-60-time-of-doTask: 1298898636935
task-60-time-of-keypress: 1298898639148
task-60-time-of-showCharacters: 1298898638211
task-61-are-same: true
task-61-character-0-alphabet: myanmar
task-61-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avmlbykma6qn31ipb1s.png
task-61-character-0-character-number: 31
task-61-character-0-id: avlbkm6qpb1s
task-61-character-1-alphabet: myanmar
task-61-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/admc8yvbakon31vocrr.png
task-61-character-1-character-number: 31
task-61-character-1-id: adc8vbkoocrr
task-61-is-correct-answer: true
task-61-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-61-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-61-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-61-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-61-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-61-reaction-time: -1
task-61-time-of-doTask: 1298898640157
task-61-time-of-showCharacters: 1298898641346
task-62-are-same: true
task-62-character-0-alphabet: atemayar
task-62-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1apotymebem25kntexx.png
task-62-character-0-character-number: 25
task-62-character-0-id: a1poymbentexx
task-62-character-1-alphabet: atemayar
task-62-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ayotvlelum25yv1c9h.png
task-62-character-1-character-number: 25
task-62-character-1-id: a1yovlluv1c9h
task-62-is-correct-answer: false
task-62-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231447898,"which":13}
task-62-keypress_before_show_prompt_count: 0
task-62-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-62-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-62-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-62-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-62-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-62-reaction-time: 832
task-62-time-of-doTask: 1298898646357
task-62-time-of-keypress: 1298898647898
task-62-time-of-showCharacters: 1298898647066
task-63-are-same: false
task-63-character-0-alphabet: sylheti
task-63-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sj8ys7lgih20uyto4a.png
task-63-character-0-character-number: 20
task-63-character-0-id: a1j8s7giyto4a
task-63-character-1-alphabet: inuktitut
task-63-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1imannxuzok01lpzden.png
task-63-character-1-character-number: 01
task-63-character-1-id: a1manxzopzden
task-63-is-correct-answer: true
task-63-keypress: {"altKey":false,"charCode":13,"ctrlKey":false,"keyCode":13,"metaKey":false,"shiftKey":false,"timeStamp":1301231450477,"which":13}
task-63-keypress_before_show_prompt_count: 0
task-63-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-63-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-63-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-63-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-63-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-63-reaction-time: 512
task-63-time-of-doTask: 1298898648908
task-63-time-of-keypress: 1298898650477
task-63-time-of-showCharacters: 1298898649965
task-64-are-same: true
task-64-character-0-alphabet: sylheti
task-64-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4s85y8nl7gh193gst4.png
task-64-character-0-character-number: 19
task-64-character-0-id: a4858n7ggst4
task-64-character-1-alphabet: sylheti
task-64-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ss3ynjlxhh19cehcip.png
task-64-character-1-character-number: 19
task-64-character-1-id: a1s3njxhehcip
task-64-is-correct-answer: true
task-64-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-64-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-64-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-64-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-64-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-64-reaction-time: -1
task-64-time-of-doTask: 1298898651486
task-64-time-of-showCharacters: 1298898652111
task-65-are-same: true
task-65-character-0-alphabet: tagalog
task-65-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/amtynaplg5xa06zzw6q.png
task-65-character-0-character-number: 06
task-65-character-0-id: amynpl5xzw6q
task-65-character-1-alphabet: tagalog
task-65-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2tdua38g80a06mjbrov.png
task-65-character-1-character-number: 06
task-65-character-1-id: a2du3880jbrov
task-65-is-correct-answer: true
task-65-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-65-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-65-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-65-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-65-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-65-reaction-time: -1
task-65-time-of-doTask: 1298898657122
task-65-time-of-showCharacters: 1298898658133
task-66-are-same: true
task-66-character-0-alphabet: korean
task-66-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aek0iobwrt7e04easth.png
task-66-character-0-character-number: 04
task-66-character-0-id: ae0ibwt7asth
task-66-character-1-alphabet: korean
task-66-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2knmo1qrzue04fh14ls.png
task-66-character-1-character-number: 04
task-66-character-1-id: a2nm1qzuh14ls
task-66-is-correct-answer: true
task-66-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-66-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-66-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-66-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-66-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-66-reaction-time: -1
task-66-time-of-doTask: 1298898663143
task-66-time-of-showCharacters: 1298898663877
task-67-are-same: false
task-67-character-0-alphabet: myanmar
task-67-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1maeyguanfn3116e081.png
task-67-character-0-character-number: 31
task-67-character-0-id: a1aegunf6e081
task-67-character-1-alphabet: atemayar
