assignmentId: 2IF46UXFCD45BWPGQ2JNZKIOCT2VTF
task-55-character-0-character-number: 25
task-55-character-0-id: a1yovlluv1c9h
task-55-character-1-alphabet: atemayar
task-55-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/azadwt60e62m251ia38.png
task-55-character-1-character-number: 25
task-55-character-1-id: azdw6062ia38
task-55-is-correct-answer: false
task-55-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233386986,"which":32}
task-55-keypress_before_show_prompt_count: 0
task-55-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-55-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-55-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-55-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-55-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-55-reaction-time: 1277
task-55-time-of-doTask: 1298900584152
task-55-time-of-keypress: 1298900586987
task-55-time-of-showCharacters: 1298900585710
task-56-are-same: false
task-56-character-0-alphabet: sylheti
task-56-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sl2yfzlynh28s31zvf.png
task-56-character-0-character-number: 28
task-56-character-0-id: a1l2fzyn31zvf
task-56-character-1-alphabet: sylheti
task-56-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sl2yfzlynh20s31zvf.png
task-56-character-1-character-number: 20
task-56-character-1-id: a1l2fzyn31zvf
task-56-is-correct-answer: false
task-56-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-56-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-56-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-56-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-56-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-56-reaction-time: -1
task-56-time-of-doTask: 1298900588023
task-56-time-of-showCharacters: 1298900589427
task-57-are-same: false
task-57-character-0-alphabet: korean
task-57-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kd7oxwrp0e29ygand5.png
task-57-character-0-character-number: 29
task-57-character-0-id: a3d7xwp0gand5
task-57-character-1-alphabet: korean
task-57-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/awk82oorruae39fmauz.png
task-57-character-1-character-number: 39
task-57-character-1-id: aw82oruamauz
task-57-is-correct-answer: true
task-57-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233397340,"which":32}
task-57-keypress_before_show_prompt_count: 0
task-57-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-57-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-57-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-57-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-57-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-57-reaction-time: 1383
task-57-time-of-doTask: 1298900594477
task-57-time-of-keypress: 1298900597342
task-57-time-of-showCharacters: 1298900595959
task-58-are-same: false
task-58-character-0-alphabet: tagalog
task-58-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ta2a5pgyfa06ooa9ge.png
task-58-character-0-character-number: 06
task-58-character-0-id: a1a25pyfoa9ge
task-58-character-1-alphabet: tagalog
task-58-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tm0aktg6ka02ujezd1.png
task-58-character-1-character-number: 02
task-58-character-1-id: a3m0kt6kjezd1
task-58-is-correct-answer: true
task-58-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233402171,"which":32}
task-58-keypress_before_show_prompt_count: 0
task-58-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-58-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-58-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-58-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-58-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-58-reaction-time: 2256
task-58-time-of-doTask: 1298900598366
task-58-time-of-keypress: 1298900602173
task-58-time-of-showCharacters: 1298900599917
task-59-are-same: false
task-59-character-0-alphabet: atemayar
task-59-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2a3ptsxe2zm25o4f65q.png
task-59-character-0-character-number: 25
task-59-character-0-id: a23psx2z4f65q
task-59-character-1-alphabet: tagalog
task-59-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/altjsaxtg6va02r0a30.png
task-59-character-1-character-number: 02
task-59-character-1-id: aljsxt6v0a30
task-59-is-correct-answer: true
task-59-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233405696,"which":32}
task-59-keypress_before_show_prompt_count: 0
task-59-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-59-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-59-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-59-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-59-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-59-reaction-time: 975
task-59-time-of-doTask: 1298900603213
task-59-time-of-keypress: 1298900605697
task-59-time-of-showCharacters: 1298900604722
task-6-are-same: true
task-6-character-0-alphabet: myanmar
task-6-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mfoyggatln25wgo7n4.png
task-6-character-0-character-number: 25
task-6-character-0-id: a1foggtlgo7n4
task-6-character-1-alphabet: myanmar
task-6-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mstyvgajqn25bfl5kk.png
task-6-character-1-character-number: 25
task-6-character-1-id: a1stvgjqfl5kk
task-6-is-correct-answer: true
task-6-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-6-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-6-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-6-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-6-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-6-reaction-time: -1
task-6-time-of-doTask: 1298900303081
task-6-time-of-showCharacters: 1298900304344
task-60-are-same: true
task-60-character-0-alphabet: tagalog
task-60-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tyoavlglua02yv1c9h.png
task-60-character-0-character-number: 02
task-60-character-0-id: a1yovlluv1c9h
task-60-character-1-alphabet: tagalog
task-60-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/amtynaplg5xa02zzw6q.png
task-60-character-1-character-number: 02
task-60-character-1-id: amynpl5xzw6q
task-60-is-correct-answer: true
task-60-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-60-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-60-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-60-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-60-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-60-reaction-time: -1
task-60-time-of-doTask: 1298900610485
task-60-time-of-showCharacters: 1298900611925
task-61-are-same: false
task-61-character-0-alphabet: inuktitut
task-61-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2ipgnu4upik02093b1q.png
task-61-character-0-character-number: 02
task-61-character-0-id: a2pgu4pi93b1q
task-61-character-1-alphabet: myanmar
task-61-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/almjsyxta6vn01r0a30.png
task-61-character-1-character-number: 01
task-61-character-1-id: aljsxt6v0a30
task-61-is-correct-answer: true
task-61-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233419229,"which":32}
task-61-keypress_before_show_prompt_count: 0
task-61-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-61-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-61-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-61-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-61-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-61-reaction-time: 1024
task-61-time-of-doTask: 1298900616972
task-61-time-of-keypress: 1298900619231
task-61-time-of-showCharacters: 1298900618207
task-62-are-same: false
task-62-character-0-alphabet: sylheti
task-62-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3snpy21laph17vfa18b.png
task-62-character-0-character-number: 17
task-62-character-0-id: a3np21apfa18b
task-62-character-1-alphabet: tagalog
task-62-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1t2rafygr8a10edbn79.png
task-62-character-1-character-number: 10
task-62-character-1-id: a12rfyr8dbn79
task-62-is-correct-answer: true
task-62-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233424444,"which":32}
task-62-keypress_before_show_prompt_count: 0
task-62-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-62-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-62-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-62-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-62-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-62-reaction-time: 1483
task-62-time-of-doTask: 1298900622333
task-62-time-of-keypress: 1298900624445
task-62-time-of-showCharacters: 1298900622962
task-63-are-same: false
task-63-character-0-alphabet: tagalog
task-63-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/altjsaxtg6va02r0a30.png
task-63-character-0-character-number: 02
task-63-character-0-id: aljsxt6v0a30
task-63-character-1-alphabet: inuktitut
task-63-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alijsnxtu6vk03r0a30.png
task-63-character-1-character-number: 03
task-63-character-1-id: aljsxt6v0a30
task-63-is-correct-answer: true
task-63-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233427971,"which":32}
task-63-keypress_before_show_prompt_count: 0
task-63-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-63-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-63-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-63-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-63-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-63-reaction-time: 975
task-63-time-of-doTask: 1298900625484
task-63-time-of-keypress: 1298900627972
task-63-time-of-showCharacters: 1298900626997
task-64-are-same: true
task-64-character-0-alphabet: tagalog
task-64-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/astu8a13gkba06l7bv1.png
task-64-character-0-character-number: 06
task-64-character-0-id: asu813kb7bv1
task-64-character-1-alphabet: tagalog
task-64-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1teharxgjpa06klsq0r.png
task-64-character-1-character-number: 06
task-64-character-1-id: a1ehrxjplsq0r
task-64-is-correct-answer: true
task-64-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-64-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-64-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-64-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-64-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-64-reaction-time: -1
task-64-time-of-doTask: 1298900629010
task-64-time-of-showCharacters: 1298900629859
task-65-are-same: true
task-65-character-0-alphabet: inuktitut
task-65-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2ipfnktughk02hg1ofp.png
task-65-character-0-character-number: 02
task-65-character-0-id: a2pfktghg1ofp
task-65-character-1-alphabet: inuktitut
task-65-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2iernnxue6k020jlm4x.png
task-65-character-1-character-number: 02
task-65-character-1-id: a2ernxe6jlm4x
task-65-is-correct-answer: true
task-65-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-65-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-65-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-65-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-65-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-65-reaction-time: -1
task-65-time-of-doTask: 1298900634900
task-65-time-of-showCharacters: 1298900635732
task-66-are-same: false
task-66-character-0-alphabet: sylheti
task-66-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sl2yfzlynh20s31zvf.png
task-66-character-0-character-number: 20
task-66-character-0-id: a1l2fzyn31zvf
task-66-character-1-alphabet: atemayar
task-66-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/awal8ttneg8m10re81d.png
task-66-character-1-character-number: 10
task-66-character-1-id: awl8tng8e81d
task-66-is-correct-answer: true
task-66-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233443690,"which":32}
task-66-keypress_before_show_prompt_count: 0
task-66-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-66-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-66-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-66-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-66-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-66-reaction-time: 2081
task-66-time-of-doTask: 1298900640857
task-66-time-of-keypress: 1298900643691
task-66-time-of-showCharacters: 1298900641610
task-67-are-same: false
task-67-character-0-alphabet: korean
task-67-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kdfoh6rdpe28di11ip.png
task-67-character-0-character-number: 28
task-67-character-0-id: a3dfh6dpi11ip
task-67-character-1-alphabet: tagalog
task-67-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tl2afzgyna05s31zvf.png
task-67-character-1-character-number: 05
task-67-character-1-id: a1l2fzyn31zvf
task-67-is-correct-answer: true
task-67-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233446719,"which":32}
task-67-keypress_before_show_prompt_count: 0
task-67-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-67-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-67-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-67-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-67-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-67-reaction-time: 1355
task-67-time-of-doTask: 1298900644725
task-67-time-of-keypress: 1298900646720
task-67-time-of-showCharacters: 1298900645365
task-68-are-same: false
task-68-character-0-alphabet: tagalog
task-68-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/altjsaxtg6va06r0a30.png
task-68-character-0-character-number: 06
task-68-character-0-id: aljsxt6v0a30
task-68-character-1-alphabet: inuktitut
task-68-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ayi0bnjcugyk022dhix.png
task-68-character-1-character-number: 02
task-68-character-1-id: ay0bjcgydhix
task-68-is-correct-answer: true
task-68-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233449441,"which":32}
task-68-keypress_before_show_prompt_count: 0
task-68-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-68-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-68-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-68-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-68-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-68-reaction-time: 933
task-68-time-of-doTask: 1298900647762
task-68-time-of-keypress: 1298900649442
task-68-time-of-showCharacters: 1298900648509
task-69-are-same: true
task-69-character-0-alphabet: atemayar
task-69-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1avzthyep8m25byvxkz.png
task-69-character-0-character-number: 25
task-69-character-0-id: a1vzhyp8yvxkz
task-69-character-1-alphabet: atemayar
task-69-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1apotymebem25kntexx.png
task-69-character-1-character-number: 25
task-69-character-1-id: a1poymbentexx
task-69-is-correct-answer: true
task-69-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-69-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-69-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-69-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-69-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-69-reaction-time: -1
task-69-time-of-doTask: 1298900650476
task-69-time-of-showCharacters: 1298900651091
task-7-are-same: false
task-7-character-0-alphabet: korean
task-7-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ks3onjrxhe28cehcip.png
task-7-character-0-character-number: 28
task-7-character-0-id: a1s3njxhehcip
task-7-character-1-alphabet: atemayar
task-7-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2apftkteghm10hg1ofp.png
task-7-character-1-character-number: 10
task-7-character-1-id: a2pfktghg1ofp
task-7-is-correct-answer: true
task-7-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233115695,"which":32}
task-7-keypress_before_show_prompt_count: 0
task-7-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-7-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-7-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-7-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-7-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-7-reaction-time: 3446
task-7-time-of-doTask: 1298900311439
task-7-time-of-keypress: 1298900315697
task-7-time-of-showCharacters: 1298900312251
task-70-are-same: true
task-70-character-0-alphabet: sylheti
task-70-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avslbykml6qh20ipb1s.png
task-70-character-0-character-number: 20
task-70-character-0-id: avlbkm6qpb1s
task-70-character-1-alphabet: sylheti
task-70-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sj8ys7lgih20uyto4a.png
task-70-character-1-character-number: 20
task-70-character-1-id: a1j8s7giyto4a
task-70-is-correct-answer: true
task-70-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-70-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-70-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-70-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-70-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-70-reaction-time: -1
task-70-time-of-doTask: 1298900659793
task-70-time-of-showCharacters: 1298900661021
task-71-are-same: true
task-71-character-0-alphabet: myanmar
task-71-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajmf6y6jawen327n7bx.png
task-71-character-0-character-number: 32
task-71-character-0-id: ajf66jwen7bx
task-71-character-1-alphabet: myanmar
task-71-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mj8ys7agin32uyto4a.png
task-71-character-1-character-number: 32
task-71-character-1-id: a1j8s7giyto4a
task-71-is-correct-answer: true
task-71-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-71-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-71-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-71-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-71-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-71-reaction-time: -1
task-71-time-of-doTask: 1298900666067
task-71-time-of-showCharacters: 1298900667335
task-72-are-same: false
task-72-character-0-alphabet: tagalog
task-72-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avtlbakmg6qa02ipb1s.png
task-72-character-0-character-number: 02
task-72-character-0-id: avlbkm6qpb1s
task-72-character-1-alphabet: myanmar
task-72-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1maeyguanfn0116e081.png
task-72-character-1-character-number: 01
task-72-character-1-id: a1aegunf6e081
task-72-is-correct-answer: true
task-72-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301233477351,"which":32}
task-72-keypress_before_show_prompt_count: 0
task-72-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-72-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-72-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-72-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-72-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-72-reaction-time: 1186
task-72-time-of-doTask: 1298900674809
task-72-time-of-keypress: 1298900677354
task-72-time-of-showCharacters: 1298900676168
task-73-are-same: true
task-73-character-0-alphabet: atemayar
task-73-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alajstxte6vm10r0a30.png
task-73-character-0-character-number: 10
task-73-character-0-id: aljsxt6v0a30
task-73-character-1-alphabet: atemayar
task-73-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1apotymebem10kntexx.png
task-73-character-1-character-number: 10
task-73-character-1-id: a1poymbentexx
task-73-is-correct-answer: true
task-73-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-73-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-73-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-73-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-73-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-73-reaction-time: -1
task-73-time-of-doTask: 1298900678394
task-73-time-of-showCharacters: 1298900679603
task-74-are-same: true
task-74-character-0-alphabet: korean
task-74-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kdfoh6rdpe39di11ip.png
task-74-character-0-character-number: 39
task-74-character-0-id: a3dfh6dpi11ip
task-74-character-1-alphabet: korean
task-74-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kakoudr1ge39xdstsd.png
task-74-character-1-character-number: 39
task-74-character-1-id: a2akud1gdstsd
task-74-is-correct-answer: true
task-74-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-74-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-74-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-74-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-74-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-74-reaction-time: -1
task-74-time-of-doTask: 1298900684642
task-74-time-of-showCharacters: 1298900687281
task-75-are-same: true
task-75-character-0-alphabet: korean
task-75-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kbbo99rmne3943zy37.png
task-75-character-0-character-number: 39
task-75-character-0-id: a3bb99mn3zy37
task-75-character-1-alphabet: korean
task-75-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajk6uoper9me397larg.png
task-75-character-1-character-number: 39
task-75-character-1-id: aj6upe9mlarg
task-75-is-correct-answer: true
task-75-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-75-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-75-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-75-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-75-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-75-reaction-time: -1
task-75-time-of-doTask: 1298900692321
task-75-time-of-showCharacters: 1298900693605
task-76-are-same: true
task-76-character-0-alphabet: sylheti
task-76-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sl2yfzlynh19s31zvf.png
task-76-character-0-character-number: 19
task-76-character-0-id: a1l2fzyn31zvf
task-76-character-1-alphabet: sylheti
